country,month,Gwh
Denmark,2024/11/1,2448.64
Denmark,2024/12/1,2985.645
Denmark,2025/1/1,3032.944
Denmark,2025/2/1,2370.339
Denmark,2025/3/1,2787.21
Denmark,2025/4/1,1899.221
Denmark,2025/5/1,2365.792
Denmark,2025/6/1,2398.83
Denmark,2025/7/1,1890.16
Denmark,2025/8/1,2019.134
Denmark,2025/9/1,2369.155
Denmark,2025/10/1,2782.926
Denmark,2025/11/1,2764.368
Estonia,2017/1/1,72
Estonia,2017/2/1,59
Estonia,2017/3/1,75.5
Estonia,2017/4/1,71.7
Estonia,2017/5/1,50.2
Estonia,2017/6/1,60.5
Estonia,2017/7/1,34.9
Estonia,2017/8/1,55
Estonia,2017/9/1,52.3
Estonia,2017/10/1,71.1
Estonia,2017/11/1,74.4
Estonia,2017/12/1,85.8
Estonia,2018/1/1,68.3
Estonia,2018/2/1,42.6
Estonia,2018/3/1,52.9
Estonia,2018/4/1,56.1
Estonia,2018/5/1,35.3
Estonia,2018/6/1,49.8
Estonia,2018/7/1,37.5
Estonia,2018/8/1,43.6
Estonia,2018/9/1,73.3
Estonia,2018/10/1,77.6
Estonia,2018/11/1,60.2
Estonia,2018/12/1,66.9
Estonia,2019/1/1,60.1
Estonia,2019/2/1,93.3
Estonia,2019/3/1,84.1
Estonia,2019/4/1,42.6
Estonia,2019/5/1,46.8
Estonia,2019/6/1,41
Estonia,2019/7/1,34.2
Estonia,2019/8/1,35.5
Estonia,2019/9/1,56.5
Estonia,2019/10/1,55.9
Estonia,2019/11/1,63.4
Estonia,2019/12/1,93
Estonia,2020/1/1,211.876
Estonia,2020/2/1,199.637
Estonia,2020/3/1,208.147
Estonia,2020/4/1,188.356
Estonia,2020/5/1,167.077
Estonia,2020/6/1,142.51
Estonia,2020/7/1,156.175
Estonia,2020/8/1,168.904
Estonia,2020/9/1,158.456
Estonia,2020/10/1,170.56
Estonia,2020/11/1,176.237
Estonia,2020/12/1,186.965
Estonia,2021/1/1,156.25
Estonia,2021/2/1,143.83
Estonia,2021/3/1,222.138
Estonia,2021/4/1,191.929
Estonia,2021/5/1,167.586
Estonia,2021/6/1,150.976
Estonia,2021/7/1,161.525
Estonia,2021/8/1,162.353
Estonia,2021/9/1,165.741
Estonia,2021/10/1,263.129
Estonia,2021/11/1,232.112
Estonia,2021/12/1,78.869
Estonia,2022/1/1,221
Estonia,2022/2/1,214.086
Estonia,2022/3/1,223.792
Estonia,2022/4/1,237.6
Estonia,2022/5/1,275.726
Estonia,2022/6/1,221.339
Estonia,2022/7/1,218.833
Estonia,2022/8/1,182.163
Estonia,2022/9/1,212.125
Estonia,2022/10/1,223.436
Estonia,2022/11/1,172.494
Estonia,2022/12/1,174.451
Estonia,2023/1/1,225.1
Estonia,2023/2/1,206.9
Estonia,2023/3/1,245
Estonia,2023/4/1,241.6
Estonia,2023/5/1,255.8
Estonia,2023/6/1,204.5
Estonia,2023/7/1,193.3
Estonia,2023/8/1,179.3
Estonia,2023/9/1,217.8
Estonia,2023/10/1,218.9
Estonia,2023/11/1,174.5
Estonia,2023/12/1,196.4
Estonia,2024/1/1,266.5
Estonia,2024/2/1,253.346
Estonia,2024/3/1,267.522
Estonia,2024/4/1,260.943
Estonia,2024/5/1,339.2
Estonia,2024/6/1,303.772
Estonia,2024/7/1,257.699
Estonia,2024/8/1,248.3
Estonia,2024/9/1,263.7
Estonia,2024/10/1,265.343
Estonia,2024/11/1,239.522
Estonia,2024/12/1,319.029
Estonia,2025/1/1,321.33
Estonia,2025/2/1,238.744
Estonia,2025/3/1,381.018
Estonia,2025/4/1,365.809
Estonia,2025/5/1,366.102
Estonia,2025/6/1,315.882
Estonia,2025/7/1,292.539
Estonia,2025/8/1,273.032
Estonia,2025/9/1,280.493
Estonia,2025/10/1,231.758
Estonia,2025/11/1,248.354
Germany,2017/1/1,10932.244
Germany,2017/2/1,13946.919
Germany,2017/3/1,15800.076
Germany,2017/4/1,14992.287
Germany,2017/5/1,13765.529
Germany,2017/6/1,15761.505
Germany,2017/7/1,13821.34
Germany,2017/8/1,13625.889
Germany,2017/9/1,12638.125
Germany,2017/10/1,17797.122
Germany,2017/11/1,14284.617
Germany,2017/12/1,18780.465
Germany,2018/1/1,18873.814
Germany,2018/2/1,12946.066
Germany,2018/3/1,16777.712
Germany,2018/4/1,17523.633
Germany,2018/5/1,17027.935
Germany,2018/6/1,14595.709
Germany,2018/7/1,14020.183
Germany,2018/8/1,14453.451
Germany,2018/9/1,15071.775
Germany,2018/10/1,16372.78
Germany,2018/11/1,13650.257
Germany,2018/12/1,18149.071
Germany,2019/1/1,17851.972
Germany,2019/2/1,15754.939
Germany,2019/3/1,23184.135
Germany,2019/4/1,17625.571
Germany,2019/5/1,16804.41
Germany,2019/6/1,16676.492
Germany,2019/7/1,15637.213
Germany,2019/8/1,14458.442
Germany,2019/9/1,15984.684
Germany,2019/10/1,17218.232
Germany,2019/11/1,13889.179
Germany,2019/12/1,19214.217
Germany,2020/1/1,20075.773
Germany,2020/2/1,25408.808
Germany,2020/3/1,21837.661
Germany,2020/4/1,18325.885
Germany,2020/5/1,17195.741
Germany,2020/6/1,15596.281
Germany,2020/7/1,16913.514
Germany,2020/8/1,15479.946
Germany,2020/9/1,14151.965
Germany,2020/10/1,19184.181
Germany,2020/11/1,15722.499
Germany,2020/12/1,15233.421
Germany,2021/1/1,15048.488
Germany,2021/2/1,16364.068
Germany,2021/3/1,19048.362
Germany,2021/4/1,18208.449
Germany,2021/5/1,19925.99
Germany,2021/6/1,15379.38
Germany,2021/7/1,16042.709
Germany,2021/8/1,17290.857
Germany,2021/9/1,13970.453
Germany,2021/10/1,19354.446
Germany,2021/11/1,14163.172
Germany,2021/12/1,15996.331
Germany,2022/1/1,20234.993
Germany,2022/2/1,26231.304
Germany,2022/3/1,17042.868
Germany,2022/4/1,20591.993
Germany,2022/5/1,19085.878
Germany,2022/6/1,17021.559
Germany,2022/7/1,18595.525
Germany,2022/8/1,15094.665
Germany,2022/9/1,15999.829
Germany,2022/10/1,17964.097
Germany,2022/11/1,17537.329
Germany,2022/12/1,15658.051
Germany,2023/1/1,21502.456
Germany,2023/2/1,17439.565
Germany,2023/3/1,21852.151
Germany,2023/4/1,19344.907
Germany,2023/5/1,20587.147
Germany,2023/6/1,18632.839
Germany,2023/7/1,21459.06
Germany,2023/8/1,17376.65
Germany,2023/9/1,16828.206
